id,title,company,location,city,state,description,requirements,salary,job_type,url,source,source_url,scraped_at,platform
Artis Senior Living_6654347941019690860,Cook,Artis Senior Living,"Artis Senior Living


Princeton, NJ 08540, USA",Princeton,NJ,"Cook
Jul 8, 2025
Job Category: General
Requisition Number: COOK0003495
Schedule: Full Time

Artis Senior Living


Princeton, NJ 08540, USA





Are you looking for an opportunity to explore your culinary curiosity? Do you enjoy learning unique recipes and having creative freedom at work? The Cook position offers a flexible schedule, work/life balance AND room for advancement! *Starting pay is $19.50 / hour! *This is a full time position offering a Tuesday-Saturday schedule, 10:30am-6:30pm!",Requirements not specified,$19.50,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=fb7ef78a-0ac2-4911-be8a-951f70902ec3,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:33.784698,ultipro
Artis Senior Living_4456117083152734166,Activities Assistant,Artis Senior Living,"Artis Senior Living


Eatontown, NJ 07724, USA",Eatontown,NJ,"Activities Assistant
Jul 8, 2025
Job Category: General
Requisition Number: ACTIV003494
Schedule: Full Time

Artis Senior Living


Eatontown, NJ 07724, USA





The Activities Assistant will engage residents in daily programming and entertainment. Assists the Director in the creation of activities designed to meet the individualized needs of our residents. Familiarity with Alzheimer's/Dementia, and a willingness to work with the elderly population is essential for this role.  *Starting pay is $18...",Requirements not specified,$18,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=6b75a24f-7927-46b1-a5c6-96bbf0709d88,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:35.259564,ultipro
Artis Senior Living_6809334154531666503,Director of Business Services / Business Office Manager,Artis Senior Living,"Artis Senior Living


Woodbury, MN 55125, USA",Woodbury,MN,"Director of Business Services / Business Office Manager
Jul 7, 2025
Job Category: CHW
Requisition Number: DIREC003369
Schedule: Full Time

Artis Senior Living


Woodbury, MN 55125, USA





The Director of Business Services will manage the administrative office and functions of the community including accounts receivable, accounts payable, payroll, recruiting and onboarding, weekly/monthly reporting and manage community files. Experience within a senior living or healthcare environment, and a wi...","are a must! *Starting pay is $27 - $30 / hour, depending on experience!",$27 - $30,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=3badb6c4-bbec-4a6e-9b60-26789d3b5e89,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:36.831193,ultipro
Artis Senior Living_4524086282542786894,Licensed Practical Nurse (LPN),Artis Senior Living,"Artis Senior Living


Princeton, NJ 08540, USA",Princeton,NJ,"Licensed Practical Nurse (LPN)
Jul 4, 2025
Job Category: CHW
Requisition Number: LICEN003493
Schedule: Full Time

Artis Senior Living


Princeton, NJ 08540, USA





The Licensed Practical Nurse (LPN) will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures that all restorative, support and preventative measures are met in accordance with applicable state laws and regulations. Experience with Alzheimer's/Dementia or behavioral health conditions, and a willing...","with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work with the elderly population is essential for this role. *Starting pay is $35 / hour! *This is a full time position offering a flexible schedule on 1st shift (7am-3pm) OR 2nd shift (3pm-11pm)! Every other weekend is required! *Must be licensed in the State of New Jersey.",$35,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=ae0e1671-92bd-47ac-adb0-f3e97bb4d0ba,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:38.502246,ultipro
Artis Senior Living_8493161391453989662,Licensed Practical Nurse (LPN) - PRN / Per Diem,Artis Senior Living,"Artis Senior Living | Waltham


Lexington, MA 02421, USA",Lexington,MA,"Licensed Practical Nurse (LPN) - PRN / Per Diem
Jul 4, 2025
Job Category: CHW
Requisition Number: LICEN003492
Schedule: Part Time

Artis Senior Living | Waltham


Lexington, MA 02421, USA





The LPN will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures that all restorative, support and preventative measures are met in accordance with applicable state laws and regulations. Experience with Alzheimer's/Dementia or behavioral health conditions, and a willing...","with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work with the elderly population is essential for this role. *Starting pay is $40 / hour! *PRN / Per Diem shifts available across all shifts! 1st shift (7am-3pm), 2nd shift (3pm-11pm), OR 3rd shift (11pm-7am)!",$40,Part-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=f5de72c9-68eb-454e-b5a4-2ad5241d8d2e,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:40.344542,ultipro
Artis Senior Living_4858469975750839381,CNA / HHA (Home Health Aide) - Part Time / PRN,Artis Senior Living,"Artis Senior Living | Waltham


Lexington, MA 02421, USA",Lexington,MA,"CNA / HHA (Home Health Aide) - Part Time / PRN
Jul 4, 2025
Job Category: Care Partner
Requisition Number: CNAHH003491
Schedule: Part Time

Artis Senior Living | Waltham


Lexington, MA 02421, USA





The CNA will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergency calls and situations, document and report care provided, and transport residents to various functions or locations. Familiarity with Alzheimer's/Dementia...",Requirements not specified,$20,Part-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=d864e02a-499a-40dc-940f-5cca359431a8,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:42.065346,ultipro
Artis Senior Living_68879337882866247,CNA / CHHA - Part Time,Artis Senior Living,"Artis Senior Living


Brick, NJ 08724, USA",Brick,NJ,"CNA / CHHA - Part Time
Jul 3, 2025
Job Category: Care Partner
Requisition Number: CNACH003490
Schedule: Full Time

Artis Senior Living


Brick, NJ 08724, USA





The Care Partner, CNA / Certified Home Health Aide (CHHA) will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergency calls and situations, document and report care provided, and transport residents to various functions or locations. Familiarity with Alzheime...",Requirements not specified,$20,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=e79a8a88-ecd1-49d7-b2a2-48c801b4445f,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:43.633715,ultipro
Artis Senior Living_7599589743491621625,Licensed Practical Nurse (LPN) - Part Time / PRN,Artis Senior Living,"Artis Senior Living


Commack, NY 11725, USA",Commack,NY,"Licensed Practical Nurse (LPN) - Part Time / PRN
Jul 3, 2025
Job Category: CHW
Requisition Number: LICEN003489
Schedule: Part Time

Artis Senior Living


Commack, NY 11725, USA





The LPN will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures that all restorative, support and preventative measures are met in accordance with applicable state laws and regulations. Experience with Alzheimer's/Dementia or behavioral health conditions, and a willingness to wor...","with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work with the elderly population is essential for this role. *Starting pay is $35 / hour! *This is a part-time position working Sun/Mon/Tue/Thur (3pm-11pm) and Saturdays (7am-3pm)! *PRN / Per Diem shifts also available!",$35,Part-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=34f855ce-aa04-416e-a564-a3d117e7c6e3,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:45.329701,ultipro
Artis Senior Living_139717203409808764,"Director, Culinary Services",Artis Senior Living,"Artis Senior Living | West Shore


Lemoyne, PA 17043, USA",Lemoyne,PA,"Director, Culinary Services
Jul 3, 2025
Job Category: Culinary
Requisition Number: DIREC003488
Schedule: Full Time

Artis Senior Living | West Shore


Lemoyne, PA 17043, USA





The Director of Culinary Services will plan and supervise all aspects of culinary services ensuring a memorable experience for residents, guests and team members alike. The DCS will provide technical guidance and administrative direction over food planning, menu formulation, preparation, and serving, of regular and ther...","for residents, guests and team members alike. The DCS will provide technical guidance and administrative direction over food planning, menu formulation, preparation, and serving, of regular and therapeutic diets. *Starting pay is $30 - $32 / hour! *This is a full time, Monday-Friday position. Some evenings and weekends WILL be required to oversee special events!",$30 - $32,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=b34afe7b-a5c7-45db-ae23-0a223f018086,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:46.960672,ultipro
Artis Senior Living_7825229018525247984,"Director of Sales, Senior Living",Artis Senior Living,"Artis Senior Living


Wilmette, IL 60091, USA",Wilmette,IL,"Director of Sales, Senior Living
Jul 3, 2025
Job Category: General
Requisition Number: DIREC003487
Schedule: Full Time

Artis Senior Living


Wilmette, IL 60091, USA





The Director, Sales and Marketing will drive internal and external sales efforts to achieve and exceed community performance goals, while continuously maximizing occupancy. *This is a full time position offering a Monday-Friday schedule, 9am-5pm! Some evenings and weekends may be required. *Senior living sales experience is req...",is required.,Salary not specified,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=a8cc7091-48c4-4774-8421-ef475afc836b,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:48.556720,ultipro
Artis Senior Living_1123568902126805619,CNA / Home Health Aide (HHA) - Part Time,Artis Senior Living,"Artis Senior Living


Briarcliff Manor, NY 10510, USA",Briarcliff Manor,NY,"CNA / Home Health Aide (HHA) - Part Time
Jul 2, 2025
Job Category: Care Partner
Requisition Number: CNAHO003486
Schedule: Part Time

Artis Senior Living


Briarcliff Manor, NY 10510, USA





The CNA / Home Health Aide (HHA) will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergency calls and situations, document and report care provided, and transport residents to various functions or locations. Familiarity with Alzh...",! *This is a part time position offering a flexible schedule on 1st shift (7am-3pm) OR 2nd shift (3pm-11pm)! Every other weekend is required! *CNA or Home Health Aide certification is REQUIRED!,$22,Part-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=fc6b9467-0c23-4911-a450-ddab8540dd58,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:50.317725,ultipro
Artis Senior Living_3842712779302137159,CNA / Home Health Aide (HHA),Artis Senior Living,"Artis Senior Living


Briarcliff Manor, NY 10510, USA",Briarcliff Manor,NY,"CNA / Home Health Aide (HHA)
Jul 2, 2025
Job Category: Care Partner
Requisition Number: CNAHO003485
Schedule: Full Time

Artis Senior Living


Briarcliff Manor, NY 10510, USA





The CNA / Home Health Aide (HHA) will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergency calls and situations, document and report care provided, and transport residents to various functions or locations. Familiarity with Alzheimer's/Deme...",! *This is a full time position offering a flexible schedule on 1st shift (7am-3pm) OR 2nd shift (3pm-11pm)! Every other weekend is required! *CNA or Home Health Aide certification is REQUIRED!,$21,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=296af378-4d6d-4453-a214-0c83458b73ef,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:51.991551,ultipro
Artis Senior Living_8380244878745202438,Life Enrichment Assistant / Activities Assistant,Artis Senior Living,"Artis Senior Living Lakeview


Chicago, IL 60657, USA",Chicago,IL,"Life Enrichment Assistant / Activities Assistant
Jul 2, 2025
Job Category: General
Requisition Number: LIFEE003484
Schedule: Full Time
Job Location Type: On-site

Artis Senior Living Lakeview


Chicago, IL 60657, USA





The Life Enrichment Assistant / Activities Assistant will engage residents in daily programming and entertainment. Assists the Director in the creation of activities designed to meet the individualized needs of our residents. Familiarity with Alzheimer's/Dementia, and a willing...",Requirements not specified,$18.50,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=b5311ea3-86b8-4fb1-8298-bfb4fe8d4078,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:53.557535,ultipro
Artis Senior Living_3487904431232225963,Caregiver / CNA - Part Time / PRN,Artis Senior Living,"Artis Senior Living Lakeview


Chicago, IL 60657, USA",Chicago,IL,"Caregiver / CNA - Part Time / PRN
Jul 2, 2025
Job Category: Care Partner
Requisition Number: CAREG003483
Schedule: Part Time

Artis Senior Living Lakeview


Chicago, IL 60657, USA





The Caregiver / CNA will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergency calls and situations, document and report care provided, and transport residents to various functions or locations. Familiarity with Alzheimer's/Dementia, an...",Requirements not specified,$19 - $21,Part-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=9c8e28ff-433d-4fb7-9421-749e02527ded,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:55.179723,ultipro
