title,company,location,category,salary_min,salary_max,job_type,quality_score,posted_date,application_url,requirements
"Nurse Manager","Hospital of Central Connecticut","Bridgeport, CT","nursing",80245,97272,"part-time",95,"2025-06-12","https://healthcarejobs.com/ct/hospital-of-central-connecticut/37627","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Hartford Hospital","Hartford, CT","nursing",91276,96354,"contract",85,"2025-06-23","https://www.glassdoor.com/job-listing/float-pool-nurse-hartford-hospital-JV_IC4249230.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Registered Nurse - ICU","Hospital of Central Connecticut","Hartford, CT","nursing",80516,91389,"per-diem",96,"2025-06-18","https://careers.hospitalofcentralconnecticut.net/opportunities/2587","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"RN - Emergency Department","Griffin Hospital","Waterbury, CT","nursing",90716,99736,"full-time",90,"2025-06-10","https://careers.griffinhospital.net/opportunities/1430","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Trauma Nurse","Connecticut Children's Medical Center","Waterbury, CT","nursing",96173,103263,"contract",83,"2025-06-21","https://healthcarejobs.com/ct/connecticut-children's-medical-center/23395","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Cardiac Nurse","Hartford Hospital","Stamford, CT","nursing",84002,90017,"per-diem",91,"2025-06-19","https://www.glassdoor.com/job-listing/cardiac-nurse-hartford-hospital-JV_IC5578740.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Trauma Nurse","Danbury Hospital","White Plains, NY","nursing",82999,88016,"contract",81,"2025-06-13","https://www.glassdoor.com/job-listing/trauma-nurse-danbury-hospital-JV_IC2823688.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Charge Nurse","Day Kimball Hospital","Meriden, CT","nursing",90549,96220,"contract",86,"2025-06-21","https://www.indeed.com/viewjob?jk=1653921535152828","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"ICU Nurse","Yale New Haven Hospital","Danbury, CT","nursing",82740,93146,"contract",94,"2025-06-11","https://jobs.yalenewhavenhospital.com/apply/47998","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Cardiac Nurse","Yale New Haven Health System","Greenwich, CT","nursing",84403,95867,"per-diem",88,"2025-06-12","https://www.glassdoor.com/job-listing/cardiac-nurse-yale-new-haven-health-system-JV_IC9794436.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"ICU Nurse","Stamford Hospital","Norwalk, CT","nursing",80419,101573,"contract",86,"2025-06-12","https://www.ziprecruiter.com/c/Stamford-Hospital/Jobs/749882","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Bridgeport Hospital","Fairfield, CT","nursing",79263,91608,"per-diem",97,"2025-06-18","https://careers.bridgeporthospital.net/opportunities/2143","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"ICU Nurse","Norwalk Hospital","Hartford, CT","nursing",90648,96141,"full-time",91,"2025-06-20","https://careers.norwalkhospital.net/opportunities/9901","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Staff Nurse - Med/Surg","Hartford HealthCare","White Plains, NY","nursing",70451,81670,"full-time",82,"2025-06-19","https://jobs.hartfordhealthcare.com/apply/30001","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Trauma Nurse","Yale New Haven Health System","Fairfield, CT","nursing",75155,80444,"part-time",91,"2025-06-15","https://healthcarejobs.com/ct/yale-new-haven-health-system/27487","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Clinical Nurse Specialist","St. Francis Hospital","Stamford, CT","nursing",74305,94729,"part-time",92,"2025-06-12","https://jobs.st.francishospital.com/apply/31362","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Trinity Health","New Britain, CT","nursing",76156,94665,"per-diem",91,"2025-06-11","https://careers.trinityhealth.org/job/811415","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Psychiatric Nurse","Norwalk Hospital","Greenwich, CT","nursing",90011,99074,"per-diem",81,"2025-06-11","https://healthcarejobs.com/ct/norwalk-hospital/67866","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"OR Nurse","Prospect Medical Holdings","Yonkers, NY","nursing",80236,96945,"full-time",80,"2025-06-12","https://careers.prospectmedicalholdings.net/opportunities/2880","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Travel Nurse","Hartford HealthCare","Providence, RI","nursing",84513,90952,"full-time",90,"2025-06-20","https://careers.hartfordhealthcare.net/opportunities/4543","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Hartford Hospital","Waterbury, CT","nursing",84686,94317,"per-diem",90,"2025-06-15","https://www.ziprecruiter.com/c/Hartford-Hospital/Jobs/275474","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Labor & Delivery Nurse","Trinity Health","Stamford, CT","nursing",81874,87005,"per-diem",95,"2025-06-20","https://www.indeed.com/viewjob?jk=8100179165040423","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Labor & Delivery Nurse","Prospect Medical Holdings","Danbury, CT","nursing",91236,101283,"contract",91,"2025-06-09","https://www.glassdoor.com/job-listing/labor-&-delivery-nurse-prospect-medical-holdings-JV_IC5392349.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Staff Nurse - Med/Surg","Danbury Hospital","Providence, RI","nursing",96203,101732,"per-diem",86,"2025-06-21","https://www.indeed.com/viewjob?jk=8677803123371017","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Staff Nurse - Med/Surg","Norwalk Hospital","Bristol, CT","nursing",95681,104121,"full-time",94,"2025-06-18","https://jobs.norwalkhospital.com/apply/72822","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
